location,category_name,item_name,gross_sales,net_sales,amount_sold,discounts,avg_item_size
VF,Dresses,Mai Linh Midi Grapevine 4,198.00,198.00,1,0.00,198.00
VF,Dresses,Mai Linh Midi Grapevine 8,198.00,198.00,1,0.00,198.00
VF,Dresses,Mai Linh Midi grapevine  0 ,198.00,198.00,1,0.00,198.00
VF,Dresses,Mai Linh Midi grapevine  2 ,198.00,198.00,1,0.00,198.00
VF,Dresses,Mai Linh Midi grapevine  4 ,198.00,198.00,1,0.00,198.00
VF,Dresses,Mai Linh Midi grapevine  6 ,198.00,198.00,1,0.00,198.00
VF,Dresses,Morgan Midi 2  Lilac,198.00,198.00,1,0.00,198.00
VF,Dresses,Naomi Knit Midi Black  6 ,198.00,198.00,1,0.00,198.00
VF,Dresses,Sofia Mini 2  Brownstone,198.00,198.00,1,0.00,198.00
VF,Dresses,Sofia Mini 6  Brownstone,198.00,198.00,1,0.00,198.00
VF,Dresses,Solstice Two-Piece Mini French rose 0 ,198.00,198.00,1,0.00,198.00
VF,Dresses,Val Midi 10 Cocoa,198.00,198.00,1,0.00,198.00
VF,Dresses,Val Midi 2  Cocoa,198.00,198.00,1,0.00,198.00
VF,Dresses,Val Midi 4  Cocoa,198.00,198.00,1,0.00,198.00
VF,Dresses,Valencia Midi 6  Plum,198.00,198.00,1,0.00,198.00
VF,Dresses,Valerie Maxi Fushia 2 ,198.00,198.00,1,0.00,198.00
VF,Dresses,Yasmine Midi Snowstorm 2 ,396.00,198.00,2,-198.00,99.00
VF,Dresses,Peyton Midi Jasmine 2 ,218.00,196.20,1,-21.80,196.20
VF,Dresses,Evon Mini 4  Lilac,316.00,189.60,2,-126.40,94.80
VF,Dresses,Delina Dress Ballerina  10 ,188.00,188.00,1,0.00,188.00
VF,Dresses,Delina Dress Ballerina  12 ,188.00,188.00,1,0.00,188.00
VF,Dresses,Delina Dress Ballerina  6 ,188.00,188.00,1,0.00,188.00
VF,Dresses,Jessie Mini Blue Stars  0 ,188.00,188.00,1,0.00,188.00
VF,Dresses,Jessie Mini Scarlet Hearts 6 ,188.00,188.00,1,0.00,188.00
VF,Dresses,Jessie Mini Scarlet Hearts 8,188.00,188.00,1,0.00,188.00
VF,Dresses,Phuong Ao Dai Final Sale 6  Eggshell,188.00,188.00,1,0.00,188.00
VF,Dresses,Lila Maxi Mint  6 ,208.00,187.20,1,-20.80,187.20
VF,Dresses,Morganite Maxi 12 Blue Bird,218.00,185.30,1,-32.70,185.30
VF,Dresses,Noelle Maxi Slip Azure 0 ,218.00,185.30,1,-32.70,185.30
VF,Dresses,Haven Lace Mini 10  Sangria ,228.00,182.40,1,-45.60,182.40
VF,Dresses,Jessie Mini Blue Stars  4 ,188.00,178.60,1,-9.40,178.60
VF,Dresses,Blue Flora Midi 4 ,198.00,178.20,1,-19.80,178.20
VF,Dresses,Colette Midi Seashell 0 ,198.00,178.20,1,-19.80,178.20
VF,Dresses,Morgan Midi 4  Lilac,198.00,178.20,1,-19.80,178.20
VF,Dresses,Val Midi 0  Wild peony,198.00,178.20,1,-19.80,178.20
VF,Dresses,Mai Mini Monet 0 ,296.00,177.60,2,-118.40,88.80
VF,Dresses,Arwen Maxi 2  Sparrow ,218.00,174.40,1,-43.60,174.40
VF,Dresses,Alexandra Mini Smoke 6 ,188.00,169.20,1,-18.80,169.20
VF,Dresses,Priyanka Dress 10  Atlantic ,188.00,169.20,1,-18.80,169.20
VF,Dresses,Angelica Mini White  6 ,336.00,168.00,2,-168.00,84.00
VF,Dresses,Chloe Mini 10  Last Kiss ,168.00,168.00,1,0.00,168.00
VF,Dresses,Chloe Mini 12  Last Kiss ,168.00,168.00,1,0.00,168.00
VF,Dresses,Chloe Mini 4  Last Kiss ,168.00,168.00,1,0.00,168.00
VF,Dresses,Chun Li Mini 0  Pink petals,168.00,168.00,1,0.00,168.00
VF,Dresses,Chun Li Mini 4  Pink petals,168.00,168.00,1,0.00,168.00
VF,Dresses,Faith Mini Snow 12,168.00,168.00,1,0.00,168.00
VF,Dresses,Faith Mini Snow 6,168.00,168.00,1,0.00,168.00
VF,Dresses,Faith Mini Snow 8,168.00,168.00,1,0.00,168.00
VF,Dresses,Imani Dress Autumn leaves 4 ,336.00,168.00,2,-168.00,84.00
VF,Dresses,Juniper Mini Buttercup 0 ,168.00,168.00,1,0.00,168.00
VF,Dresses,Juniper Mini Buttercup 2 ,168.00,168.00,1,0.00,168.00
VF,Dresses,Timeless Mini Blue silk 0 ,168.00,168.00,1,0.00,168.00
VF,Dresses,Lila Maxi Silver lace 2 ,208.00,166.40,1,-41.60,166.40
VF,Dresses,Delina Dress Ballerina  2 ,188.00,159.80,1,-28.20,159.80
VF,Dresses,Chun Li Mini 4  Forget me not,168.00,159.60,1,-8.40,159.60
VF,Dresses,Arwen Midi Daydream 2 ,198.00,158.40,1,-39.60,158.40
VF,Dresses,Arwen Midi Daydream 4 ,198.00,158.40,1,-39.60,158.40
VF,Dresses,Madeline Tweed 6  Porcelain,198.00,158.40,1,-39.60,158.40
VF,Dresses,Avery Mini Lotus 0 ,158.00,158.00,1,0.00,158.00
VF,Dresses,Danielle Mini Black chiffon 6 ,158.00,158.00,1,0.00,158.00
VF,Dresses,Danielle Mini Twigs 0 ,158.00,158.00,1,0.00,158.00
VF,Dresses,Lorebelle Mini Kelp 0 ,316.00,158.00,2,-158.00,79.00
VF,Dresses,Peony Mini  Black chiffon 4 ,158.00,158.00,1,0.00,158.00
VF,Dresses,Peony Mini  Black chiffon 6 ,158.00,158.00,1,0.00,158.00
VF,Dresses,Peony Mini  Black chiffon 8  ,158.00,158.00,1,0.00,158.00
VF,Dresses,Timeless Mini Black dahlia 4 ,316.00,158.00,2,-158.00,79.00
VF,Dresses,Valentina Mini 0  Black chiffon,158.00,158.00,1,0.00,158.00
VF,Dresses,Valentina Mini 4  Black chiffon,158.00,158.00,1,0.00,158.00
VF,Dresses,Valentina Mini 6  Black chiffon,158.00,158.00,1,0.00,158.00
VF,Dresses,Timeless Mini Blue silk 4 ,168.00,151.20,1,-16.80,151.20
VF,Dresses,Delina Dress Ballerina  8 ,188.00,150.40,1,-37.60,150.40
VF,Dresses,Jessie Mini Scarlet Hearts 0 ,188.00,150.40,1,-37.60,150.40
VF,Dresses,Britt Mini Raspberry 6 ,148.00,148.00,1,0.00,148.00
VF,Dresses,Farah Knit Maxi 2  Grey ,148.00,148.00,1,0.00,148.00
VF,Dresses,Timeless Mini Blue silk 6 ,168.00,142.80,1,-25.20,142.80
VF,Dresses,Britt Mini Black chiffon 8 ,158.00,142.20,1,-15.80,142.20
VF,Dresses,Britt Mini White 10,158.00,142.20,1,-15.80,142.20
VF,Dresses,Daisy Mini 6  Wallflower,158.00,142.20,1,-15.80,142.20
VF,Dresses,Danielle Mini Black chiffon 6 ,158.00,142.20,1,-15.80,142.20
VF,Dresses,Naomi Velvet Midi 4  Black velvet,158.00,142.20,1,-15.80,142.20
VF,Dresses,Pixie Mini Garnet 4 ,158.00,142.20,1,-15.80,142.20
VF,Dresses,Gabriella Midi 2  Stone blue,198.00,138.60,1,-59.40,138.60
VF,Dresses,Chun Li Mini 8  Forget me not,168.00,134.40,1,-33.60,134.40
VF,Dresses,Talia Midi 2  Tea rose,436.00,130.80,2,-305.20,65.40
VF,Dresses,Valentina Mini 2  Black chiffon,158.00,126.40,1,-31.60,126.40
VF,Dresses,Valentina Mini 8  Black chiffon,158.00,126.40,1,-31.60,126.40
VF,Dresses,Alani Mini 0  Moody floral,138.00,124.20,1,-13.80,124.20
VF,Dresses,Kroesna Mini winter 12 ,198.00,118.80,1,-79.20,118.80
VF,Dresses,Kroesna Mini winter 6 ,198.00,118.80,1,-79.20,118.80
VF,Dresses,Kroesna Mini winter 8 ,198.00,118.80,1,-79.20,118.80
VF,Dresses,Mai Mini Monet 6 ,148.00,118.40,1,-29.60,118.40
VF,Dresses,Angelica Mini Cloudy dreams 12,168.00,117.60,1,-50.40,117.60
VF,Dresses,Angelica Mini Cloudy dreams 2 ,168.00,117.60,1,-50.40,117.60
VF,Dresses,Angelica Mini Cloudy dreams 4 ,168.00,117.60,1,-50.40,117.60
VF,Dresses,Miles Mini Azaleas 0 ,158.00,110.60,1,-47.40,110.60
VF,Dresses,Alexandra Tweed Mini 2  Pacific,208.00,104.00,1,-104.00,104.00
VF,Dresses,Jordan Midi 0  Hyacinth ,208.00,104.00,1,-104.00,104.00
VF,Dresses,Jordan Midi 6  Hyacinth ,208.00,104.00,1,-104.00,104.00
VF,Dresses,Megan Halter Mini 0  Blue lake,148.00,103.60,1,-44.40,103.60
VF,Dresses,Megan Halter Mini 2  Blue lake,148.00,103.60,1,-44.40,103.60
VF,Dresses,Megan Halter Mini 4  Blue lake,148.00,103.60,1,-44.40,103.60
VF,Dresses,Dianna Midi 0  White floral,198.00,99.00,1,-99.00,99.00
VF,Dresses,Dianna Midi 8  Coral,198.00,99.00,1,-99.00,99.00
VF,Dresses,Yasmine Maxi Snowstorm 0 ,198.00,99.00,1,-99.00,99.00
VF,Dresses,Evon Mini 0  Lilac,158.00,94.80,1,-63.20,94.80
VF,Dresses,Evon Mini 10 Lilac,158.00,94.80,1,-63.20,94.80
VF,Dresses,Evon Mini 6  Lilac,158.00,94.80,1,-63.20,94.80
VF,Dresses,Miles Mini Azaleas 10 ,158.00,94.80,1,-63.20,94.80
VF,Dresses,Miles Mini Azaleas 8 ,158.00,94.80,1,-63.20,94.80
VF,Dresses,Maddison Midi Nude,178.00,89.00,1,-89.00,89.00
VF,Dresses,Bridget Mini Ballet 6 ,148.00,88.80,1,-59.20,88.80
VF,Dresses,Angelica Mini Baby blue 10,168.00,84.00,1,-84.00,84.00
VF,Dresses,Angelica Mini Baby blue 6 ,168.00,84.00,1,-84.00,84.00
VF,Dresses,Angelica Mini White  12,168.00,84.00,1,-84.00,84.00
VF,Dresses,Imani Dress Autumn leaves 0 ,168.00,84.00,1,-84.00,84.00
VF,Dresses,Ophelia Halter Maxi Black  4 ,198.00,79.20,1,-118.80,79.20
VF,Dresses,Ophelia Halter Maxi Cream 2 ,198.00,79.20,1,-118.80,79.20
VF,Dresses,Ophelia Halter Maxi Cream 4 ,198.00,79.20,1,-118.80,79.20
VF,Dresses,Ophelia Halter Maxi Cream 6 ,198.00,79.20,1,-118.80,79.20
VF,Dresses,Brielle Mini 6  Cotton candy,158.00,79.00,1,-79.00,79.00
VF,Dresses,Lorebelle Mini Kelp 10 ,158.00,79.00,1,-79.00,79.00
VF,Dresses,Lorebelle Mini Kelp 4 ,158.00,79.00,1,-79.00,79.00
VF,Dresses,Timeless Mini Black dahlia 0 ,158.00,79.00,1,-79.00,79.00
VF,Dresses,Timeless Mini Black dahlia 2 ,158.00,79.00,1,-79.00,79.00
VF,Dresses,Vivian Mini 10 Snowflake,158.00,79.00,1,-79.00,79.00
VF,Dresses,Mai Mini Black chiffon 12,148.00,74.00,1,-74.00,74.00
VF,Dresses,Mai Mini Kelp 6 ,148.00,74.00,1,-74.00,74.00
VF,Dresses,Mai Mini White 8 ,148.00,74.00,1,-74.00,74.00
VF,Dresses,Delilah Midi 0  Spring floral,208.00,68.64,1,-139.36,68.64
VF,Dresses,Delilah Midi 2  Spring floral,208.00,68.64,1,-139.36,68.64
VF,Dresses,Red Satin Mini 6 ,168.00,67.20,1,-100.80,67.20
VF,Dresses,Talia Midi 4  Tea rose,218.00,65.40,1,-152.60,65.40
VF,Dresses,Dianna Midi 4  Coral,198.00,59.40,1,-138.60,59.40
VF,Dresses,Dianna Midi 6  Coral,198.00,59.40,1,-138.60,59.40
VF,Dresses,Buttercup Mini Black floral S ,108.00,54.00,1,-54.00,54.00
VF,Dresses,Amor Midi Seduction 2 ,178.00,53.40,1,-124.60,53.40
VF,Dresses,Casandra Lace Mini Rouge 2 ,128.00,51.20,1,-76.80,51.20
VF,Dresses,Samantha Mini 6  Coral reef,158.00,47.40,1,-110.60,47.40
VF,Dresses,Bridget Mini Wildflowers 6 ,148.00,44.40,1,-103.60,44.40
VF,Dresses,Koda Velvet Mini Red velvet 6 ,138.00,41.40,1,-96.60,41.40
VF,Dresses,Bella Mini 6 Key Lime,178.00,14.10,1,-163.90,14.10
VF,Dresses,Danisa Midi 4  Butterscotch,208.00,0.00,1,0.00,-
VF,Jewelry ,LA Rings,2232.00,2140.80,93,-91.20,23.02
VF,Jewelry ,LA Necklace,798.00,722.00,21,-76.00,34.38
VF,Jewelry ,LA Necklace,722.00,651.70,19,-70.30,34.30
VF,Jewelry ,LA Earrings,532.00,526.30,14,-5.70,37.59
VF,Jewelry ,LA Earrings,510.00,493.00,15,-17.00,32.87
VF,Jewelry ,GC Earrings,464.00,423.40,8,-40.60,52.93
VF,Jewelry ,Fashion Jewelry,364.00,364.00,26,0.00,14.00
VF,Jewelry ,LA Necklace,288.00,248.40,8,-39.60,31.05
VF,Jewelry ,La Meno Earrings,240.00,232.80,5,-7.20,46.56
VF,Jewelry ,GC Earrings,192.00,192.00,4,0.00,48.00
VF,Jewelry ,LA Necklace,192.00,192.00,4,0.00,48.00
VF,Jewelry ,La Meno Bracelets,144.00,144.00,3,0.00,48.00
VF,Jewelry ,GC Earrings,136.00,136.00,2,0.00,68.00
VF,Jewelry ,La Meno Earrings,136.00,136.00,2,0.00,68.00
VF,Jewelry ,GC 18k Plated/SS Earring (Single),152.00,134.90,4,-17.10,33.73
VF,Jewelry ,LA Jewelry,114.00,114.00,3,0.00,38.00
VF,Jewelry ,GC Earrings,114.00,108.30,3,-5.70,36.10
VF,Jewelry ,GC 18k Plated/SS Earring (Single),96.00,96.00,2,0.00,48.00
VF,Jewelry ,LA Necklace,96.00,96.00,3,0.00,32.00
VF,Jewelry ,La Meno Necklaces,96.00,76.80,2,-19.20,38.40
VF,Jewelry ,GC Necklaces,68.00,68.00,1,0.00,68.00
VF,Jewelry ,GC Rings,68.00,68.00,1,0.00,68.00
VF,Jewelry ,LA Necklace,68.00,68.00,1,0.00,68.00
VF,Jewelry ,La Meno Bracelets,68.00,68.00,1,0.00,68.00
VF,Jewelry ,GC Necklace,65.00,65.00,1,0.00,65.00
VF,Jewelry ,GC Rings,58.00,58.00,1,0.00,58.00
VF,Jewelry ,LA Necklace,58.00,58.00,1,0.00,58.00
VF,Jewelry ,La Meno Necklaces,58.00,58.00,1,0.00,58.00
VF,Jewelry ,GC Rings,48.00,48.00,1,0.00,48.00
VF,Jewelry ,GC Rings,38.00,38.00,1,0.00,38.00
VF,Jewelry ,GC Bracelets,55.00,37.25,1,-17.75,37.25
VF,Jewelry ,GC Earrings,65.00,32.50,1,-32.50,32.50
VF,Jewelry ,GC Necklace,38.00,19.00,1,-19.00,19.00
VF,Bottoms,Amina Pleated Cotton Skirt White 2 ,276.00,276.00,2,0.00,138.00
VF,Bottoms,Alyssa Midi Skirt Navy 0 ,216.00,216.00,2,0.00,108.00
VF,Bottoms,Kris Mini Skort 0  Slate green ,216.00,216.00,2,0.00,108.00
VF,Bottoms,Mila Wrap Mini Skirt 0/2 Mini roses,216.00,199.80,2,-16.20,99.90
VF,Bottoms,Melissa Pleated Pants Navy FS,196.00,196.00,2,0.00,98.00
VF,Bottoms,Melissa Pleated Pants White Chiffon (Long) FS,196.00,196.00,2,0.00,98.00
VF,Bottoms,Kris Chiffon Skort Sand 8 ,216.00,194.40,2,-21.60,97.20
VF,Bottoms,Kris Mini Skort 0  Overcast,216.00,194.40,2,-21.60,97.20
VF,Bottoms,Amina Pleated Cotton Skirt Brown 6 ,138.00,138.00,1,0.00,138.00
VF,Bottoms,Amina Pleated Cotton Skirt Grey 8 ,138.00,138.00,1,0.00,138.00
VF,Bottoms,Amina Pleated Cotton Skirt Creampuff 4 ,118.00,118.00,1,0.00,118.00
VF,Bottoms,Presley Pleated Mini Skort Grey 6 ,118.00,118.00,1,0.00,118.00
VF,Bottoms,Alyssa Midi Skirt Cocoa 2 ,108.00,108.00,1,0.00,108.00
VF,Bottoms,Alyssa Midi Skirt Cocoa 4 ,108.00,108.00,1,0.00,108.00
VF,Bottoms,Alyssa Midi Skirt Kelp 2 ,108.00,108.00,1,0.00,108.00
VF,Bottoms,Alyssa Midi Skirt Venice 4 ,108.00,108.00,1,0.00,108.00
VF,Bottoms,Kris Chiffon Skort Navy 0 ,108.00,108.00,1,0.00,108.00
VF,Bottoms,Kris Chiffon Skort Sand 0 ,108.00,108.00,1,0.00,108.00
VF,Bottoms,Kris Chiffon Skort Sand 2 ,108.00,108.00,1,0.00,108.00
VF,Bottoms,Kris Mini Skort 2  Overcast,108.00,108.00,1,0.00,108.00
VF,Bottoms,Alex Pleated Mini Skort Baby blue,98.00,98.00,1,0.00,98.00
VF,Bottoms,Alice Pleated Mini Skort FS Cement,98.00,98.00,1,0.00,98.00
VF,Bottoms,Melissa Pleated Pants Mauve (Long) FS,98.00,98.00,1,0.00,98.00
VF,Bottoms,Melissa Pleated Pants Peony FS,98.00,98.00,1,0.00,98.00
VF,Bottoms,Melissa Pleated Pants Ruby (Long) FS,98.00,98.00,1,0.00,98.00
VF,Bottoms,Presley Pleated Mini Skort Black 6 ,118.00,94.40,1,-23.60,94.40
VF,Bottoms,Kris Chiffon Skort Espresso 4 ,108.00,86.40,1,-21.60,86.40
VF,Bottoms,Alice Pleated Mini Skort FS Black,98.00,78.40,1,-19.60,78.40
VF,Bottoms,Aria Mini Skirt Navy blue 4 ,68.00,68.00,1,0.00,68.00
VF,Bottoms,Aria Mini Skirt Slate green 0 ,68.00,68.00,1,0.00,68.00
VF,Accessories,Hair Claws,410.00,405.50,41,-4.50,9.89
VF,Accessories,Hair Scrunchies,98.00,95.20,7,-2.80,13.60
VF,Accessories,Silicone Bra,32.00,32.00,1,0.00,32.00
VF,Accessories,GC Rings,28.00,28.00,1,0.00,28.00
VF,Accessories,Headbands,12.00,12.00,1,0.00,12.00
VF,Tops,Lila Blouse Seafoam S ,78.00,62.40,1,-15.60,62.40
VF,Tops,Mel Pleated Top Black FS,78.00,62.40,1,-15.60,62.40
VF,Tops,Caroline Cami S  Dark blooms,58.00,58.00,1,0.00,58.00
VF,Tops,Mona Cami FS Ash,58.00,46.40,1,-11.60,46.40
FV,Dresses,Athena Lace Maxi Alba 4 ,1044.00,1044.00,3,0.00,348.00
FV,Dresses,Athena Lace Maxi Alba 0 ,1044.00,1009.20,3,-34.80,336.40
FV,Dresses,Solstice  Midi  2  White,1140.00,912.00,5,-11.40,228.00
FV,Dresses,Lane Mini 4  Indigo,792.00,792.00,4,0.00,198.00
FV,Dresses,Everly Mini 4  Swan,752.00,752.00,4,0.00,188.00
FV,Dresses,Morgan Midi 0  Lanikai,792.00,712.80,4,-79.20,178.20
FV,Dresses,Athena Lace Maxi Alba 10,696.00,696.00,2,0.00,348.00
FV,Dresses,Viola Lace Maxi 2  Pearl White,696.00,696.00,2,0.00,348.00
FV,Dresses,Kira Maxi 6  Milan,684.00,684.00,3,0.00,228.00
FV,Dresses,Willow Maxi 2  Sapphire ,684.00,684.00,3,0.00,228.00
FV,Dresses,Malia Lace Maxi 0  Black Lace,676.00,676.00,2,0.00,338.00
FV,Dresses,Malia Lace Maxi 8  Black Lace,676.00,676.00,2,0.00,338.00
FV,Dresses,Kira Maxi 2  Milan,684.00,672.60,3,-11.40,224.20
FV,Dresses,Morganite Maxi 4  Bleu bird,654.00,654.00,3,0.00,218.00
FV,Dresses,Valerie Maxi 2  Love letter,654.00,654.00,3,0.00,218.00
FV,Dresses,Valerie Maxi 4  Love letter,654.00,654.00,3,0.00,218.00
FV,Dresses,Willow Maxi 6  Sapphire ,684.00,638.40,3,-45.60,212.80
FV,Dresses,Morganite Maxi 10 Black,624.00,624.00,3,0.00,208.00
FV,Dresses,Sedona Midi Black 10,624.00,624.00,3,0.00,208.00
FV,Dresses,Sedona Midi Black 4 ,624.00,624.00,3,0.00,208.00
FV,Dresses,Delilah Midi 4  Cranberry,624.00,603.20,3,-20.80,201.07
FV,Dresses,Sofia Mini Brownstone 2 ,594.00,594.00,3,0.00,198.00
FV,Dresses,Sedona Midi Black 14,624.00,592.80,3,-31.20,197.60
FV,Dresses,Roselanh Midi Black 4 ,624.00,582.40,3,-41.60,194.13
FV,Dresses,Everly Mini 8  Swan,564.00,564.00,3,0.00,188.00
FV,Dresses,Jessie Mini Scarlet hearts 2 ,564.00,564.00,3,0.00,188.00
FV,Dresses,Jessie Mini Scarlet hearts 6 ,564.00,564.00,3,0.00,188.00
FV,Dresses,Elsa Corset Mini 4  Frozen,596.00,551.30,2,-44.70,275.65
FV,Dresses,Everly Mini 2  Swan,564.00,517.00,3,-47.00,172.33
FV,Dresses,Everly Mini 4  Verona,534.00,507.30,3,-26.70,169.10
FV,Dresses,Nalea Mini Love letters 4 ,504.00,504.00,3,0.00,168.00
FV,Dresses,Nalea Mini Love letters 6 ,504.00,504.00,3,0.00,168.00
FV,Dresses,Peony Mini Rouge 0 ,504.00,504.00,3,0.00,168.00
FV,Dresses,Pixie Mini 4  Nightfall,504.00,504.00,3,0.00,168.00
FV,Dresses,Nalea Mini Love letters 0,504.00,478.80,3,-25.20,159.60
FV,Dresses,Penny Corset Mini 0  Snowflake,476.00,476.00,2,0.00,238.00
FV,Dresses,Penny Corset Mini 2  Snowflake,476.00,476.00,2,0.00,238.00
FV,Dresses,Penny Corset Mini 6  Snowflake,476.00,476.00,2,0.00,238.00
FV,Dresses,Avery Mini 0  Black,632.00,474.00,4,-7.90,158.00
FV,Dresses,Peony Mini Black chiffon 6 ,474.00,474.00,3,0.00,158.00
FV,Dresses,Aphrodite Maxi 2  Black lace,456.00,456.00,2,0.00,228.00
FV,Dresses,Guinevere Midi 4  Embrace,456.00,456.00,2,0.00,228.00
